ssd,subject,violation,study
200.0,5311,,TurkSimpleLow
250.0,5311,-29.0,TurkSimpleLow
300.0,5311,-86.8,TurkSimpleLow
350.0,5311,126.0,TurkSimpleLow
400.0,5311,-128.25,TurkSimpleLow
450.0,5311,49.0,TurkSimpleLow
500.0,5311,21.0,TurkSimpleLow
550.0,5311,,TurkSimpleLow
600.0,5311,,TurkSimpleLow
0.0,5313,,TurkSimpleLow
50.0,5313,,TurkSimpleLow
100.0,5313,,TurkSimpleLow
150.0,5313,,TurkSimpleLow
200.0,5313,0.2857142857142857,TurkSimpleLow
250.0,5313,41.625,TurkSimpleLow
300.0,5313,-29.16666666666667,TurkSimpleLow
350.0,5313,-64.75,TurkSimpleLow
400.0,5313,,TurkSimpleLow
450.0,5313,,TurkSimpleLow
500.0,5313,,TurkSimpleLow
550.0,5313,,TurkSimpleLow
600.0,5313,,TurkSimpleLow
0.0,5314,137.4,TurkSimpleLow
50.0,5314,56.25,TurkSimpleLow
100.0,5314,33.0,TurkSimpleLow
150.0,5314,-40.714285714285715,TurkSimpleLow
200.0,5314,52.75,TurkSimpleLow
250.0,5314,,TurkSimpleLow
300.0,5314,,TurkSimpleLow
350.0,5314,,TurkSimpleLow
400.0,5314,,TurkSimpleLow
450.0,5314,,TurkSimpleLow
500.0,5314,,TurkSimpleLow
550.0,5314,,TurkSimpleLow
600.0,5314,,TurkSimpleLow
0.0,5317,,TurkSimpleLow
50.0,5317,,TurkSimpleLow
100.0,5317,,TurkSimpleLow
150.0,5317,,TurkSimpleLow
200.0,5317,-31.66666666666667,TurkSimpleLow
250.0,5317,3.7142857142857135,TurkSimpleLow
300.0,5317,-51.8,TurkSimpleLow
350.0,5317,-13.2,TurkSimpleLow
400.0,5317,,TurkSimpleLow
450.0,5317,,TurkSimpleLow
500.0,5317,,TurkSimpleLow
550.0,5317,,TurkSimpleLow
600.0,5317,,TurkSimpleLow
0.0,5323,,TurkSimpleLow
50.0,5323,,TurkSimpleLow
100.0,5323,,TurkSimpleLow
150.0,5323,,TurkSimpleLow
200.0,5323,,TurkSimpleLow
250.0,5323,,TurkSimpleLow
300.0,5323,-36.111111111111114,TurkSimpleLow
350.0,5323,-0.4,TurkSimpleLow
400.0,5323,-35.25,TurkSimpleLow
450.0,5323,-42.0,TurkSimpleLow
500.0,5323,,TurkSimpleLow
550.0,5323,,TurkSimpleLow
600.0,5323,,TurkSimpleLow
0.0,5324,,TurkSimpleLow
50.0,5324,,TurkSimpleLow
100.0,5324,,TurkSimpleLow
150.0,5324,,TurkSimpleLow
200.0,5324,,TurkSimpleLow
250.0,5324,-53.0,TurkSimpleLow
300.0,5324,-66.22222222222223,TurkSimpleLow
350.0,5324,51.25,TurkSimpleLow
400.0,5324,74.33333333333333,TurkSimpleLow
450.0,5324,,TurkSimpleLow
500.0,5324,,TurkSimpleLow
550.0,5324,,TurkSimpleLow
600.0,5324,,TurkSimpleLow
0.0,5325,,TurkSimpleLow
50.0,5325,,TurkSimpleLow
100.0,5325,,TurkSimpleLow
150.0,5325,,TurkSimpleLow
200.0,5325,,TurkSimpleLow
250.0,5325,-26.33333333333333,TurkSimpleLow
300.0,5325,,TurkSimpleLow
350.0,5325,-85.5,TurkSimpleLow
400.0,5325,-125.85714285714286,TurkSimpleLow
450.0,5325,-69.75,TurkSimpleLow
500.0,5325,,TurkSimpleLow
550.0,5325,,TurkSimpleLow
600.0,5325,,TurkSimpleLow
0.0,5327,,TurkSimpleLow
50.0,5327,,TurkSimpleLow
100.0,5327,,TurkSimpleLow
150.0,5327,,TurkSimpleLow
200.0,5327,-81.5,TurkSimpleLow
250.0,5327,-105.66666666666669,TurkSimpleLow
300.0,5327,-79.0,TurkSimpleLow
350.0,5327,,TurkSimpleLow
400.0,5327,,TurkSimpleLow
450.0,5327,,TurkSimpleLow
500.0,5327,,TurkSimpleLow
550.0,5327,,TurkSimpleLow
600.0,5327,,TurkSimpleLow
0.0,5328,,TurkSimpleLow
50.0,5328,,TurkSimpleLow
100.0,5328,,TurkSimpleLow
150.0,5328,,TurkSimpleLow
200.0,5328,-70.6,TurkSimpleLow
250.0,5328,-23.0,TurkSimpleLow
300.0,5328,-29.0,TurkSimpleLow
350.0,5328,5.5,TurkSimpleLow
400.0,5328,,TurkSimpleLow
450.0,5328,,TurkSimpleLow
500.0,5328,,TurkSimpleLow
550.0,5328,,TurkSimpleLow
600.0,5328,,TurkSimpleLow
0.0,5330,,TurkSimpleLow
50.0,5330,,TurkSimpleLow
100.0,5330,,TurkSimpleLow
150.0,5330,,TurkSimpleLow
200.0,5330,,TurkSimpleLow
250.0,5330,34.25,TurkSimpleLow
300.0,5330,-93.88888888888887,TurkSimpleLow
350.0,5330,-119.5,TurkSimpleLow
400.0,5330,-42.0,TurkSimpleLow
450.0,5330,,TurkSimpleLow
500.0,5330,,TurkSimpleLow
550.0,5330,,TurkSimpleLow
600.0,5330,,TurkSimpleLow
0.0,5333,,TurkSimpleLow
50.0,5333,,TurkSimpleLow
100.0,5333,,TurkSimpleLow
150.0,5333,,TurkSimpleLow
200.0,5333,,TurkSimpleLow
250.0,5333,-61.5,TurkSimpleLow
300.0,5333,-20.857142857142858,TurkSimpleLow
350.0,5333,-37.75,TurkSimpleLow
400.0,5333,,TurkSimpleLow
450.0,5333,,TurkSimpleLow
500.0,5333,,TurkSimpleLow
550.0,5333,,TurkSimpleLow
600.0,5333,,TurkSimpleLow
0.0,5334,,TurkSimpleLow
50.0,5334,,TurkSimpleLow
100.0,5334,,TurkSimpleLow
150.0,5334,,TurkSimpleLow
200.0,5334,-10.0,TurkSimpleLow
250.0,5334,-19.0,TurkSimpleLow
300.0,5334,-24.2,TurkSimpleLow
350.0,5334,-98.16666666666669,TurkSimpleLow
400.0,5334,,TurkSimpleLow
450.0,5334,,TurkSimpleLow
500.0,5334,,TurkSimpleLow
550.0,5334,,TurkSimpleLow
600.0,5334,,TurkSimpleLow
0.0,5335,,TurkSimpleLow
50.0,5335,,TurkSimpleLow
100.0,5335,,TurkSimpleLow
150.0,5335,,TurkSimpleLow
200.0,5335,,TurkSimpleLow
250.0,5335,-22.0,TurkSimpleLow
300.0,5335,-33.77777777777778,TurkSimpleLow
350.0,5335,-73.57142857142857,TurkSimpleLow
400.0,5335,,TurkSimpleLow
450.0,5335,,TurkSimpleLow
500.0,5335,,TurkSimpleLow
550.0,5335,,TurkSimpleLow
600.0,5335,,TurkSimpleLow
0.0,5336,,TurkSimpleLow
50.0,5336,,TurkSimpleLow
100.0,5336,,TurkSimpleLow
150.0,5336,-18.0,TurkSimpleLow
200.0,5336,-29.83333333333333,TurkSimpleLow
250.0,5336,8.444444444444445,TurkSimpleLow
300.0,5336,-36.833333333333336,TurkSimpleLow
350.0,5336,,TurkSimpleLow
400.0,5336,,TurkSimpleLow
450.0,5336,,TurkSimpleLow
500.0,5336,,TurkSimpleLow
550.0,5336,,TurkSimpleLow
600.0,5336,,TurkSimpleLow
0.0,5338,,TurkSimpleLow
50.0,5338,,TurkSimpleLow
100.0,5338,,TurkSimpleLow
150.0,5338,-49.33333333333334,TurkSimpleLow
200.0,5338,30.72727272727273,TurkSimpleLow
250.0,5338,-15.75,TurkSimpleLow
300.0,5338,,TurkSimpleLow
350.0,5338,,TurkSimpleLow
400.0,5338,,TurkSimpleLow
450.0,5338,,TurkSimpleLow
500.0,5338,,TurkSimpleLow
550.0,5338,,TurkSimpleLow
600.0,5338,,TurkSimpleLow
0.0,5340,,TurkSimpleLow
50.0,5340,,TurkSimpleLow
100.0,5340,,TurkSimpleLow
150.0,5340,,TurkSimpleLow
200.0,5340,,TurkSimpleLow
250.0,5340,-7.0,TurkSimpleLow
300.0,5340,-61.0,TurkSimpleLow
350.0,5340,104.0,TurkSimpleLow
400.0,5340,-197.2,TurkSimpleLow
450.0,5340,,TurkSimpleLow
500.0,5340,,TurkSimpleLow
550.0,5340,,TurkSimpleLow
600.0,5340,,TurkSimpleLow
0.0,5342,,TurkSimpleLow
50.0,5342,,TurkSimpleLow
100.0,5342,,TurkSimpleLow
150.0,5342,,TurkSimpleLow
200.0,5342,154.0,TurkSimpleLow
250.0,5342,-43.0,TurkSimpleLow
300.0,5342,25.142857142857146,TurkSimpleLow
350.0,5342,-30.5,TurkSimpleLow
400.0,5342,30.66666666666667,TurkSimpleLow
450.0,5342,,TurkSimpleLow
500.0,5342,,TurkSimpleLow
550.0,5342,,TurkSimpleLow
600.0,5342,,TurkSimpleLow
0.0,5343,,TurkSimpleLow
50.0,5343,,TurkSimpleLow
100.0,5343,,TurkSimpleLow
150.0,5343,-11.5,TurkSimpleLow
200.0,5343,-51.57142857142857,TurkSimpleLow
250.0,5343,-30.16666666666667,TurkSimpleLow
300.0,5343,-29.0,TurkSimpleLow
350.0,5343,,TurkSimpleLow
400.0,5343,,TurkSimpleLow
450.0,5343,,TurkSimpleLow
500.0,5343,,TurkSimpleLow
550.0,5343,,TurkSimpleLow
600.0,5343,,TurkSimpleLow
0.0,5345,,TurkSimpleLow
50.0,5345,,TurkSimpleLow
100.0,5345,,TurkSimpleLow
150.0,5345,,TurkSimpleLow
200.0,5345,52.33333333333334,TurkSimpleLow
250.0,5345,-51.4,TurkSimpleLow
300.0,5345,-17.3,TurkSimpleLow
350.0,5345,-25.5,TurkSimpleLow
400.0,5345,,TurkSimpleLow
450.0,5345,,TurkSimpleLow
500.0,5345,,TurkSimpleLow
550.0,5345,,TurkSimpleLow
600.0,5345,,TurkSimpleLow
0.0,5346,,TurkSimpleLow
50.0,5346,,TurkSimpleLow
100.0,5346,102.66666666666669,TurkSimpleLow
150.0,5346,55.85714285714285,TurkSimpleLow
200.0,5346,43.57142857142857,TurkSimpleLow
250.0,5346,25.8,TurkSimpleLow
300.0,5346,,TurkSimpleLow
350.0,5346,,TurkSimpleLow
400.0,5346,,TurkSimpleLow
450.0,5346,,TurkSimpleLow
500.0,5346,,TurkSimpleLow
550.0,5346,,TurkSimpleLow
600.0,5346,,TurkSimpleLow
0.0,5349,,TurkSimpleLow
50.0,5349,,TurkSimpleLow
100.0,5349,,TurkSimpleLow
150.0,5349,,TurkSimpleLow
200.0,5349,-78.0,TurkSimpleLow
250.0,5349,-52.2,TurkSimpleLow
300.0,5349,-78.0,TurkSimpleLow
350.0,5349,-29.42857142857143,TurkSimpleLow
400.0,5349,,TurkSimpleLow
450.0,5349,,TurkSimpleLow
500.0,5349,,TurkSimpleLow
550.0,5349,,TurkSimpleLow
600.0,5349,,TurkSimpleLow
0.0,5350,,TurkSimpleLow
50.0,5350,,TurkSimpleLow
100.0,5350,156.0,TurkSimpleLow
150.0,5350,-35.625,TurkSimpleLow
200.0,5350,-18.142857142857142,TurkSimpleLow
250.0,5350,-81.33333333333333,TurkSimpleLow
300.0,5350,75.25,TurkSimpleLow
350.0,5350,,TurkSimpleLow
400.0,5350,,TurkSimpleLow
450.0,5350,,TurkSimpleLow
500.0,5350,,TurkSimpleLow
550.0,5350,,TurkSimpleLow
600.0,5350,,TurkSimpleLow
0.0,5354,,TurkSimpleLow
50.0,5354,,TurkSimpleLow
100.0,5354,,TurkSimpleLow
150.0,5354,,TurkSimpleLow
200.0,5354,,TurkSimpleLow
250.0,5354,-33.6,TurkSimpleLow
300.0,5354,-60.27272727272727,TurkSimpleLow
350.0,5354,-81.0,TurkSimpleLow
400.0,5354,-81.5,TurkSimpleLow
450.0,5354,,TurkSimpleLow
500.0,5354,,TurkSimpleLow
550.0,5354,,TurkSimpleLow
600.0,5354,,TurkSimpleLow
0.0,5355,,TurkSimpleLow
50.0,5355,,TurkSimpleLow
100.0,5355,,TurkSimpleLow
150.0,5355,,TurkSimpleLow
200.0,5355,,TurkSimpleLow
250.0,5355,-84.0,TurkSimpleLow
300.0,5355,-53.42857142857143,TurkSimpleLow
350.0,5355,-25.54545454545455,TurkSimpleLow
400.0,5355,38.285714285714285,TurkSimpleLow
450.0,5355,,TurkSimpleLow
500.0,5355,,TurkSimpleLow
550.0,5355,,TurkSimpleLow
600.0,5355,,TurkSimpleLow
0.0,5357,,TurkSimpleLow
50.0,5357,,TurkSimpleLow
100.0,5357,,TurkSimpleLow
150.0,5357,,TurkSimpleLow
200.0,5357,-15.666666666666664,TurkSimpleLow
250.0,5357,-11.181818181818182,TurkSimpleLow
300.0,5357,-39.5,TurkSimpleLow
350.0,5357,52.0,TurkSimpleLow
400.0,5357,32.5,TurkSimpleLow
450.0,5357,,TurkSimpleLow
500.0,5357,,TurkSimpleLow
550.0,5357,,TurkSimpleLow
600.0,5357,,TurkSimpleLow
0.0,5358,155.66666666666666,TurkSimpleLow
50.0,5358,27.5,TurkSimpleLow
100.0,5358,-14.875,TurkSimpleLow
150.0,5358,-174.125,TurkSimpleLow
200.0,5358,24.0,TurkSimpleLow
250.0,5358,-40.0,TurkSimpleLow
300.0,5358,,TurkSimpleLow
350.0,5358,,TurkSimpleLow
400.0,5358,,TurkSimpleLow
450.0,5358,,TurkSimpleLow
500.0,5358,,TurkSimpleLow
550.0,5358,,TurkSimpleLow
600.0,5358,,TurkSimpleLow
0.0,5360,,TurkSimpleLow
50.0,5360,,TurkSimpleLow
100.0,5360,,TurkSimpleLow
150.0,5360,,TurkSimpleLow
200.0,5360,3.0,TurkSimpleLow
250.0,5360,-31.4375,TurkSimpleLow
300.0,5360,26.57142857142857,TurkSimpleLow
350.0,5360,,TurkSimpleLow
400.0,5360,,TurkSimpleLow
450.0,5360,,TurkSimpleLow
500.0,5360,,TurkSimpleLow
550.0,5360,,TurkSimpleLow
600.0,5360,,TurkSimpleLow
0.0,5362,,TurkSimpleLow
50.0,5362,,TurkSimpleLow
100.0,5362,,TurkSimpleLow
150.0,5362,55.0,TurkSimpleLow
200.0,5362,-35.153846153846146,TurkSimpleLow
250.0,5362,-21.777777777777782,TurkSimpleLow
300.0,5362,,TurkSimpleLow
350.0,5362,11.0,TurkSimpleLow
400.0,5362,,TurkSimpleLow
450.0,5362,,TurkSimpleLow
500.0,5362,,TurkSimpleLow
550.0,5362,,TurkSimpleLow
600.0,5362,,TurkSimpleLow
0.0,5363,,TurkSimpleLow
50.0,5363,,TurkSimpleLow
100.0,5363,,TurkSimpleLow
150.0,5363,,TurkSimpleLow
200.0,5363,,TurkSimpleLow
250.0,5363,-43.33333333333334,TurkSimpleLow
300.0,5363,-57.0,TurkSimpleLow
350.0,5363,-16.875,TurkSimpleLow
400.0,5363,-81.8,TurkSimpleLow
450.0,5363,68.0,TurkSimpleLow
500.0,5363,,TurkSimpleLow
550.0,5363,,TurkSimpleLow
600.0,5363,,TurkSimpleLow
0.0,5364,,TurkSimpleLow
50.0,5364,,TurkSimpleLow
100.0,5364,,TurkSimpleLow
150.0,5364,,TurkSimpleLow
200.0,5364,,TurkSimpleLow
250.0,5364,,TurkSimpleLow
300.0,5364,,TurkSimpleLow
350.0,5364,,TurkSimpleLow
400.0,5364,,TurkSimpleLow
450.0,5364,-77.4,TurkSimpleLow
500.0,5364,-14.5,TurkSimpleLow
550.0,5364,-170.0,TurkSimpleLow
600.0,5364,-134.0,TurkSimpleLow
0.0,5365,,TurkSimpleLow
50.0,5365,,TurkSimpleLow
100.0,5365,,TurkSimpleLow
150.0,5365,,TurkSimpleLow
200.0,5365,,TurkSimpleLow
250.0,5365,-40.0,TurkSimpleLow
300.0,5365,-40.4,TurkSimpleLow
350.0,5365,-95.2,TurkSimpleLow
400.0,5365,-37.0,TurkSimpleLow
450.0,5365,,TurkSimpleLow
500.0,5365,,TurkSimpleLow
550.0,5365,,TurkSimpleLow
600.0,5365,,TurkSimpleLow
0.0,5368,,TurkSimpleLow
50.0,5368,,TurkSimpleLow
100.0,5368,,TurkSimpleLow
150.0,5368,,TurkSimpleLow
200.0,5368,-11.0,TurkSimpleLow
250.0,5368,12.3,TurkSimpleLow
300.0,5368,-40.111111111111114,TurkSimpleLow
350.0,5368,199.0,TurkSimpleLow
400.0,5368,,TurkSimpleLow
450.0,5368,,TurkSimpleLow
500.0,5368,,TurkSimpleLow
550.0,5368,,TurkSimpleLow
600.0,5368,,TurkSimpleLow
0.0,5369,,TurkSimpleLow
50.0,5369,,TurkSimpleLow
100.0,5369,,TurkSimpleLow
150.0,5369,133.5,TurkSimpleLow
200.0,5369,120.66666666666669,TurkSimpleLow
250.0,5369,-52.0,TurkSimpleLow
300.0,5369,-102.83333333333331,TurkSimpleLow
350.0,5369,,TurkSimpleLow
400.0,5369,,TurkSimpleLow
450.0,5369,,TurkSimpleLow
500.0,5369,,TurkSimpleLow
550.0,5369,,TurkSimpleLow
600.0,5369,,TurkSimpleLow
0.0,5375,,TurkSimpleLow
50.0,5375,,TurkSimpleLow
100.0,5375,,TurkSimpleLow
150.0,5375,,TurkSimpleLow
200.0,5375,,TurkSimpleLow
250.0,5375,,TurkSimpleLow
300.0,5375,,TurkSimpleLow
350.0,5375,-322.25,TurkSimpleLow
400.0,5375,22.857142857142854,TurkSimpleLow
450.0,5375,-28.4,TurkSimpleLow
500.0,5375,-109.2,TurkSimpleLow
550.0,5375,,TurkSimpleLow
600.0,5375,,TurkSimpleLow
0.0,5376,,TurkSimpleLow
50.0,5376,,TurkSimpleLow
100.0,5376,,TurkSimpleLow
150.0,5376,,TurkSimpleLow
200.0,5376,,TurkSimpleLow
250.0,5376,43.09090909090909,TurkSimpleLow
300.0,5376,-30.875,TurkSimpleLow
350.0,5376,36.5,TurkSimpleLow
400.0,5376,,TurkSimpleLow
450.0,5376,,TurkSimpleLow
500.0,5376,,TurkSimpleLow
550.0,5376,,TurkSimpleLow
600.0,5376,,TurkSimpleLow
0.0,5377,,TurkSimpleLow
50.0,5377,,TurkSimpleLow
100.0,5377,,TurkSimpleLow
150.0,5377,-21.2,TurkSimpleLow
200.0,5377,-49.57142857142857,TurkSimpleLow
250.0,5377,-29.5,TurkSimpleLow
300.0,5377,-27.2,TurkSimpleLow
350.0,5377,,TurkSimpleLow
400.0,5377,,TurkSimpleLow
450.0,5377,,TurkSimpleLow
500.0,5377,,TurkSimpleLow
550.0,5377,,TurkSimpleLow
600.0,5377,,TurkSimpleLow
0.0,5383,,TurkSimpleLow
50.0,5383,,TurkSimpleLow
100.0,5383,,TurkSimpleLow
150.0,5383,,TurkSimpleLow
200.0,5383,101.71428571428572,TurkSimpleLow
250.0,5383,39.66666666666666,TurkSimpleLow
300.0,5383,73.5,TurkSimpleLow
350.0,5383,,TurkSimpleLow
400.0,5383,,TurkSimpleLow
450.0,5383,,TurkSimpleLow
500.0,5383,,TurkSimpleLow
550.0,5383,,TurkSimpleLow
600.0,5383,,TurkSimpleLow
0.0,5384,,TurkSimpleLow
50.0,5384,,TurkSimpleLow
100.0,5384,,TurkSimpleLow
150.0,5384,,TurkSimpleLow
200.0,5384,,TurkSimpleLow
250.0,5384,-136.75,TurkSimpleLow
300.0,5384,-29.181818181818183,TurkSimpleLow
350.0,5384,-71.85714285714286,TurkSimpleLow
400.0,5384,37.0,TurkSimpleLow
450.0,5384,,TurkSimpleLow
500.0,5384,,TurkSimpleLow
550.0,5384,,TurkSimpleLow
600.0,5384,,TurkSimpleLow
0.0,5386,,TurkSimpleLow
50.0,5386,,TurkSimpleLow
100.0,5386,,TurkSimpleLow
150.0,5386,,TurkSimpleLow
200.0,5386,27.66666666666667,TurkSimpleLow
250.0,5386,11.5,TurkSimpleLow
300.0,5386,42.22222222222222,TurkSimpleLow
350.0,5386,-94.33333333333331,TurkSimpleLow
400.0,5386,,TurkSimpleLow
450.0,5386,,TurkSimpleLow
500.0,5386,,TurkSimpleLow
550.0,5386,,TurkSimpleLow
600.0,5386,,TurkSimpleLow
0.0,5387,,TurkSimpleLow
50.0,5387,,TurkSimpleLow
100.0,5387,,TurkSimpleLow
150.0,5387,47.66666666666666,TurkSimpleLow
200.0,5387,15.090909090909092,TurkSimpleLow
250.0,5387,-87.0,TurkSimpleLow
300.0,5387,-49.66666666666666,TurkSimpleLow
350.0,5387,25.0,TurkSimpleLow
400.0,5387,,TurkSimpleLow
450.0,5387,,TurkSimpleLow
500.0,5387,,TurkSimpleLow
550.0,5387,,TurkSimpleLow
600.0,5387,,TurkSimpleLow
0.0,5388,,TurkSimpleLow
50.0,5388,,TurkSimpleLow
100.0,5388,90.5,TurkSimpleLow
150.0,5388,-35.0,TurkSimpleLow
200.0,5388,-12.5,TurkSimpleLow
250.0,5388,-121.5,TurkSimpleLow
300.0,5388,,TurkSimpleLow
350.0,5388,,TurkSimpleLow
400.0,5388,,TurkSimpleLow
450.0,5388,,TurkSimpleLow
500.0,5388,,TurkSimpleLow
550.0,5388,,TurkSimpleLow
600.0,5388,,TurkSimpleLow
0.0,5389,,TurkSimpleLow
50.0,5389,,TurkSimpleLow
100.0,5389,,TurkSimpleLow
150.0,5389,,TurkSimpleLow
200.0,5389,26.5,TurkSimpleLow
250.0,5389,-41.0,TurkSimpleLow
300.0,5389,-40.41666666666666,TurkSimpleLow
350.0,5389,-39.333333333333336,TurkSimpleLow
400.0,5389,,TurkSimpleLow
450.0,5389,,TurkSimpleLow
500.0,5389,,TurkSimpleLow
550.0,5389,,TurkSimpleLow
600.0,5389,,TurkSimpleLow
0.0,5390,,TurkSimpleLow
50.0,5390,,TurkSimpleLow
100.0,5390,,TurkSimpleLow
150.0,5390,,TurkSimpleLow
200.0,5390,50.5,TurkSimpleLow
250.0,5390,-14.75,TurkSimpleLow
300.0,5390,4.125,TurkSimpleLow
350.0,5390,,TurkSimpleLow
400.0,5390,,TurkSimpleLow
450.0,5390,,TurkSimpleLow
500.0,5390,,TurkSimpleLow
550.0,5390,,TurkSimpleLow
600.0,5390,,TurkSimpleLow
0.0,5394,,TurkSimpleLow
50.0,5394,,TurkSimpleLow
100.0,5394,,TurkSimpleLow
150.0,5394,,TurkSimpleLow
200.0,5394,-9.333333333333334,TurkSimpleLow
250.0,5394,-48.54545454545455,TurkSimpleLow
300.0,5394,-4.25,TurkSimpleLow
350.0,5394,,TurkSimpleLow
400.0,5394,,TurkSimpleLow
450.0,5394,,TurkSimpleLow
500.0,5394,,TurkSimpleLow
550.0,5394,,TurkSimpleLow
600.0,5394,,TurkSimpleLow
0.0,5396,,TurkSimpleLow
50.0,5396,20.0,TurkSimpleLow
100.0,5396,12.1,TurkSimpleLow
150.0,5396,-0.1111111111111111,TurkSimpleLow
200.0,5396,3.75,TurkSimpleLow
250.0,5396,,TurkSimpleLow
300.0,5396,,TurkSimpleLow
350.0,5396,,TurkSimpleLow
400.0,5396,,TurkSimpleLow
450.0,5396,,TurkSimpleLow
500.0,5396,,TurkSimpleLow
550.0,5396,,TurkSimpleLow
600.0,5396,,TurkSimpleLow
0.0,5397,,TurkSimpleLow
50.0,5397,,TurkSimpleLow
100.0,5397,,TurkSimpleLow
150.0,5397,,TurkSimpleLow
200.0,5397,,TurkSimpleLow
250.0,5397,-12.0,TurkSimpleLow
300.0,5397,-26.0,TurkSimpleLow
350.0,5397,-33.5,TurkSimpleLow
400.0,5397,60.66666666666666,TurkSimpleLow
450.0,5397,,TurkSimpleLow
500.0,5397,,TurkSimpleLow
550.0,5397,,TurkSimpleLow
600.0,5397,,TurkSimpleLow
0.0,5398,,TurkSimpleLow
50.0,5398,,TurkSimpleLow
100.0,5398,,TurkSimpleLow
150.0,5398,,TurkSimpleLow
200.0,5398,19.5,TurkSimpleLow
250.0,5398,-21.4,TurkSimpleLow
300.0,5398,33.6,TurkSimpleLow
350.0,5398,-5.428571428571429,TurkSimpleLow
400.0,5398,-47.5,TurkSimpleLow
450.0,5398,-30.33333333333333,TurkSimpleLow
500.0,5398,,TurkSimpleLow
550.0,5398,,TurkSimpleLow
600.0,5398,,TurkSimpleLow
0.0,5399,,TurkSimpleLow
50.0,5399,,TurkSimpleLow
100.0,5399,,TurkSimpleLow
150.0,5399,,TurkSimpleLow
200.0,5399,,TurkSimpleLow
250.0,5399,-65.6,TurkSimpleLow
300.0,5399,-41.9,TurkSimpleLow
350.0,5399,-68.22222222222223,TurkSimpleLow
400.0,5399,10.0,TurkSimpleLow
450.0,5399,,TurkSimpleLow
500.0,5399,,TurkSimpleLow
550.0,5399,,TurkSimpleLow
600.0,5399,,TurkSimpleLow
0.0,5400,,TurkSimpleLow
50.0,5400,,TurkSimpleLow
100.0,5400,,TurkSimpleLow
150.0,5400,,TurkSimpleLow
200.0,5400,,TurkSimpleLow
250.0,5400,,TurkSimpleLow
300.0,5400,-54.5,TurkSimpleLow
350.0,5400,-68.0,TurkSimpleLow
400.0,5400,9.714285714285714,TurkSimpleLow
450.0,5400,-124.0,TurkSimpleLow
500.0,5400,,TurkSimpleLow
550.0,5400,,TurkSimpleLow
600.0,5400,,TurkSimpleLow
0.0,5403,,TurkSimpleLow
50.0,5403,,TurkSimpleLow
100.0,5403,-15.2,TurkSimpleLow
150.0,5403,-20.8,TurkSimpleLow
200.0,5403,-61.66666666666666,TurkSimpleLow
250.0,5403,-8.333333333333334,TurkSimpleLow
300.0,5403,,TurkSimpleLow
350.0,5403,,TurkSimpleLow
400.0,5403,,TurkSimpleLow
450.0,5403,,TurkSimpleLow
500.0,5403,21.0,TurkSimpleLow
550.0,5403,,TurkSimpleLow
600.0,5403,,TurkSimpleLow
0.0,5405,,TurkSimpleLow
50.0,5405,,TurkSimpleLow
100.0,5405,,TurkSimpleLow
150.0,5405,,TurkSimpleLow
200.0,5405,-150.75,TurkSimpleLow
250.0,5405,-110.0,TurkSimpleLow
300.0,5405,10.888888888888891,TurkSimpleLow
350.0,5405,15.333333333333336,TurkSimpleLow
400.0,5405,,TurkSimpleLow
450.0,5405,,TurkSimpleLow
500.0,5405,,TurkSimpleLow
550.0,5405,,TurkSimpleLow
600.0,5405,,TurkSimpleLow
0.0,5406,,TurkSimpleLow
50.0,5406,,TurkSimpleLow
100.0,5406,,TurkSimpleLow
150.0,5406,,TurkSimpleLow
200.0,5406,-35.0,TurkSimpleLow
250.0,5406,-68.0,TurkSimpleLow
300.0,5406,-0.5,TurkSimpleLow
350.0,5406,,TurkSimpleLow
400.0,5406,,TurkSimpleLow
450.0,5406,,TurkSimpleLow
500.0,5406,,TurkSimpleLow
550.0,5406,,TurkSimpleLow
600.0,5406,,TurkSimpleLow
0.0,5407,9.714285714285714,TurkSimpleLow
50.0,5407,,TurkSimpleLow
100.0,5407,,TurkSimpleLow
150.0,5407,21.0,TurkSimpleLow
200.0,5407,-43.5,TurkSimpleLow
250.0,5407,15.111111111111109,TurkSimpleLow
300.0,5407,66.66666666666667,TurkSimpleLow
350.0,5407,,TurkSimpleLow
400.0,5407,,TurkSimpleLow
450.0,5407,,TurkSimpleLow
500.0,5407,,TurkSimpleLow
550.0,5407,,TurkSimpleLow
600.0,5407,,TurkSimpleLow
0.0,5409,,TurkSimpleLow
50.0,5409,,TurkSimpleLow
100.0,5409,,TurkSimpleLow
150.0,5409,,TurkSimpleLow
200.0,5409,,TurkSimpleLow
250.0,5409,,TurkSimpleLow
300.0,5409,-112.5,TurkSimpleLow
350.0,5409,7.0,TurkSimpleLow
400.0,5409,-50.33333333333334,TurkSimpleLow
450.0,5409,-35.0,TurkSimpleLow
500.0,5409,33.5,TurkSimpleLow
550.0,5409,,TurkSimpleLow
600.0,5409,,TurkSimpleLow
0.0,5410,,TurkSimpleLow
50.0,5410,,TurkSimpleLow
100.0,5410,,TurkSimpleLow
150.0,5410,50.0,TurkSimpleLow
200.0,5410,-42.16666666666666,TurkSimpleLow
250.0,5410,33.1,TurkSimpleLow
300.0,5410,103.83333333333331,TurkSimpleLow
350.0,5410,,TurkSimpleLow
400.0,5410,,TurkSimpleLow
450.0,5410,,TurkSimpleLow
500.0,5410,,TurkSimpleLow
550.0,5410,,TurkSimpleLow
600.0,5410,,TurkSimpleLow
0.0,5411,,TurkSimpleLow
50.0,5411,,TurkSimpleLow
