ssd,subject,violation,study
200.0,5444,,TurkSimpleHigh
250.0,5444,,TurkSimpleHigh
300.0,5444,,TurkSimpleHigh
350.0,5444,,TurkSimpleHigh
400.0,5444,,TurkSimpleHigh
450.0,5444,-181.14285714285717,TurkSimpleHigh
500.0,5444,-57.0,TurkSimpleHigh
550.0,5444,-199.75,TurkSimpleHigh
600.0,5444,19.8,TurkSimpleHigh
650.0,5444,,TurkSimpleHigh
700.0,5444,,TurkSimpleHigh
750.0,5444,,TurkSimpleHigh
0.0,5445,,TurkSimpleHigh
50.0,5445,,TurkSimpleHigh
100.0,5445,,TurkSimpleHigh
150.0,5445,,TurkSimpleHigh
200.0,5445,,TurkSimpleHigh
250.0,5445,-45.45454545454545,TurkSimpleHigh
300.0,5445,-22.4,TurkSimpleHigh
350.0,5445,-48.92857142857143,TurkSimpleHigh
400.0,5445,4.0,TurkSimpleHigh
450.0,5445,,TurkSimpleHigh
500.0,5445,,TurkSimpleHigh
550.0,5445,,TurkSimpleHigh
600.0,5445,,TurkSimpleHigh
650.0,5445,,TurkSimpleHigh
700.0,5445,,TurkSimpleHigh
750.0,5445,,TurkSimpleHigh
0.0,5446,,TurkSimpleHigh
50.0,5446,,TurkSimpleHigh
100.0,5446,,TurkSimpleHigh
150.0,5446,,TurkSimpleHigh
200.0,5446,-55.5,TurkSimpleHigh
250.0,5446,-35.833333333333336,TurkSimpleHigh
300.0,5446,-38.18181818181818,TurkSimpleHigh
350.0,5446,-25.0,TurkSimpleHigh
400.0,5446,,TurkSimpleHigh
450.0,5446,,TurkSimpleHigh
500.0,5446,,TurkSimpleHigh
550.0,5446,,TurkSimpleHigh
600.0,5446,,TurkSimpleHigh
650.0,5446,,TurkSimpleHigh
700.0,5446,,TurkSimpleHigh
750.0,5446,,TurkSimpleHigh
0.0,5448,,TurkSimpleHigh
50.0,5448,,TurkSimpleHigh
100.0,5448,,TurkSimpleHigh
150.0,5448,,TurkSimpleHigh
200.0,5448,,TurkSimpleHigh
250.0,5448,-129.66666666666666,TurkSimpleHigh
300.0,5448,-83.33333333333333,TurkSimpleHigh
350.0,5448,-87.57142857142857,TurkSimpleHigh
400.0,5448,-82.5,TurkSimpleHigh
450.0,5448,-7.833333333333332,TurkSimpleHigh
500.0,5448,5.5,TurkSimpleHigh
550.0,5448,-9.2,TurkSimpleHigh
600.0,5448,,TurkSimpleHigh
650.0,5448,,TurkSimpleHigh
700.0,5448,,TurkSimpleHigh
750.0,5448,,TurkSimpleHigh
0.0,5449,,TurkSimpleHigh
50.0,5449,,TurkSimpleHigh
100.0,5449,,TurkSimpleHigh
150.0,5449,,TurkSimpleHigh
200.0,5449,,TurkSimpleHigh
250.0,5449,,TurkSimpleHigh
300.0,5449,-21.0,TurkSimpleHigh
350.0,5449,14.142857142857142,TurkSimpleHigh
400.0,5449,-23.33333333333333,TurkSimpleHigh
450.0,5449,-97.0,TurkSimpleHigh
500.0,5449,13.75,TurkSimpleHigh
550.0,5449,-25.33333333333333,TurkSimpleHigh
600.0,5449,,TurkSimpleHigh
650.0,5449,,TurkSimpleHigh
700.0,5449,,TurkSimpleHigh
750.0,5449,,TurkSimpleHigh
0.0,5450,,TurkSimpleHigh
50.0,5450,,TurkSimpleHigh
100.0,5450,,TurkSimpleHigh
150.0,5450,,TurkSimpleHigh
200.0,5450,-34.333333333333336,TurkSimpleHigh
250.0,5450,-24.615384615384613,TurkSimpleHigh
300.0,5450,28.0,TurkSimpleHigh
350.0,5450,-27.5,TurkSimpleHigh
400.0,5450,,TurkSimpleHigh
450.0,5450,,TurkSimpleHigh
500.0,5450,,TurkSimpleHigh
550.0,5450,,TurkSimpleHigh
600.0,5450,,TurkSimpleHigh
650.0,5450,,TurkSimpleHigh
700.0,5450,,TurkSimpleHigh
750.0,5450,,TurkSimpleHigh
0.0,5451,,TurkSimpleHigh
50.0,5451,,TurkSimpleHigh
100.0,5451,,TurkSimpleHigh
150.0,5451,,TurkSimpleHigh
200.0,5451,,TurkSimpleHigh
250.0,5451,40.0,TurkSimpleHigh
300.0,5451,-167.0,TurkSimpleHigh
350.0,5451,-44.2,TurkSimpleHigh
400.0,5451,-48.85714285714285,TurkSimpleHigh
450.0,5451,-54.5,TurkSimpleHigh
500.0,5451,-123.25,TurkSimpleHigh
550.0,5451,-140.0,TurkSimpleHigh
600.0,5451,,TurkSimpleHigh
650.0,5451,,TurkSimpleHigh
700.0,5451,,TurkSimpleHigh
750.0,5451,,TurkSimpleHigh
0.0,5454,,TurkSimpleHigh
50.0,5454,,TurkSimpleHigh
100.0,5454,,TurkSimpleHigh
150.0,5454,-41.5,TurkSimpleHigh
200.0,5454,-2.5,TurkSimpleHigh
250.0,5454,3.083333333333333,TurkSimpleHigh
300.0,5454,-1.125,TurkSimpleHigh
350.0,5454,-80.83333333333333,TurkSimpleHigh
400.0,5454,,TurkSimpleHigh
450.0,5454,,TurkSimpleHigh
500.0,5454,,TurkSimpleHigh
550.0,5454,,TurkSimpleHigh
600.0,5454,,TurkSimpleHigh
650.0,5454,,TurkSimpleHigh
700.0,5454,,TurkSimpleHigh
750.0,5454,,TurkSimpleHigh
0.0,5456,,TurkSimpleHigh
50.0,5456,,TurkSimpleHigh
100.0,5456,,TurkSimpleHigh
150.0,5456,,TurkSimpleHigh
200.0,5456,,TurkSimpleHigh
250.0,5456,,TurkSimpleHigh
300.0,5456,,TurkSimpleHigh
350.0,5456,,TurkSimpleHigh
400.0,5456,-84.0,TurkSimpleHigh
450.0,5456,-117.0,TurkSimpleHigh
500.0,5456,-103.22222222222223,TurkSimpleHigh
550.0,5456,-48.14285714285714,TurkSimpleHigh
600.0,5456,-106.33333333333331,TurkSimpleHigh
650.0,5456,178.0,TurkSimpleHigh
700.0,5456,-36.5,TurkSimpleHigh
750.0,5456,,TurkSimpleHigh
0.0,5457,,TurkSimpleHigh
50.0,5457,,TurkSimpleHigh
100.0,5457,,TurkSimpleHigh
150.0,5457,,TurkSimpleHigh
200.0,5457,,TurkSimpleHigh
250.0,5457,-108.6,TurkSimpleHigh
300.0,5457,-51.352941176470594,TurkSimpleHigh
350.0,5457,-38.0,TurkSimpleHigh
400.0,5457,-77.0,TurkSimpleHigh
450.0,5457,,TurkSimpleHigh
500.0,5457,,TurkSimpleHigh
550.0,5457,,TurkSimpleHigh
600.0,5457,,TurkSimpleHigh
650.0,5457,,TurkSimpleHigh
700.0,5457,,TurkSimpleHigh
750.0,5457,,TurkSimpleHigh
0.0,5458,,TurkSimpleHigh
50.0,5458,,TurkSimpleHigh
100.0,5458,,TurkSimpleHigh
150.0,5458,,TurkSimpleHigh
200.0,5458,,TurkSimpleHigh
250.0,5458,64.0,TurkSimpleHigh
300.0,5458,-52.33333333333334,TurkSimpleHigh
350.0,5458,-44.45454545454545,TurkSimpleHigh
400.0,5458,-25.2,TurkSimpleHigh
450.0,5458,,TurkSimpleHigh
500.0,5458,,TurkSimpleHigh
550.0,5458,,TurkSimpleHigh
600.0,5458,,TurkSimpleHigh
650.0,5458,,TurkSimpleHigh
700.0,5458,,TurkSimpleHigh
750.0,5458,,TurkSimpleHigh
0.0,5459,,TurkSimpleHigh
50.0,5459,,TurkSimpleHigh
100.0,5459,,TurkSimpleHigh
150.0,5459,,TurkSimpleHigh
200.0,5459,,TurkSimpleHigh
250.0,5459,-41.333333333333336,TurkSimpleHigh
300.0,5459,-10.75,TurkSimpleHigh
350.0,5459,-35.1578947368421,TurkSimpleHigh
400.0,5459,-14.714285714285715,TurkSimpleHigh
450.0,5459,,TurkSimpleHigh
500.0,5459,,TurkSimpleHigh
550.0,5459,,TurkSimpleHigh
600.0,5459,,TurkSimpleHigh
650.0,5459,,TurkSimpleHigh
700.0,5459,,TurkSimpleHigh
750.0,5459,,TurkSimpleHigh
0.0,5460,,TurkSimpleHigh
50.0,5460,,TurkSimpleHigh
100.0,5460,,TurkSimpleHigh
150.0,5460,,TurkSimpleHigh
200.0,5460,,TurkSimpleHigh
250.0,5460,-14.75,TurkSimpleHigh
300.0,5460,-7.333333333333332,TurkSimpleHigh
350.0,5460,165.0909090909091,TurkSimpleHigh
400.0,5460,-60.0,TurkSimpleHigh
450.0,5460,,TurkSimpleHigh
500.0,5460,,TurkSimpleHigh
550.0,5460,,TurkSimpleHigh
600.0,5460,,TurkSimpleHigh
650.0,5460,,TurkSimpleHigh
700.0,5460,,TurkSimpleHigh
750.0,5460,,TurkSimpleHigh
0.0,5461,,TurkSimpleHigh
50.0,5461,,TurkSimpleHigh
100.0,5461,,TurkSimpleHigh
150.0,5461,,TurkSimpleHigh
200.0,5461,,TurkSimpleHigh
250.0,5461,-117.8,TurkSimpleHigh
300.0,5461,-44.07692307692307,TurkSimpleHigh
350.0,5461,-90.3,TurkSimpleHigh
400.0,5461,41.5,TurkSimpleHigh
450.0,5461,,TurkSimpleHigh
500.0,5461,,TurkSimpleHigh
550.0,5461,,TurkSimpleHigh
600.0,5461,,TurkSimpleHigh
650.0,5461,,TurkSimpleHigh
700.0,5461,,TurkSimpleHigh
750.0,5461,,TurkSimpleHigh
0.0,5463,,TurkSimpleHigh
50.0,5463,,TurkSimpleHigh
100.0,5463,,TurkSimpleHigh
150.0,5463,,TurkSimpleHigh
200.0,5463,,TurkSimpleHigh
250.0,5463,,TurkSimpleHigh
300.0,5463,12.0,TurkSimpleHigh
350.0,5463,-66.38461538461539,TurkSimpleHigh
400.0,5463,0.7,TurkSimpleHigh
450.0,5463,-163.25,TurkSimpleHigh
500.0,5463,,TurkSimpleHigh
550.0,5463,,TurkSimpleHigh
600.0,5463,,TurkSimpleHigh
650.0,5463,,TurkSimpleHigh
700.0,5463,,TurkSimpleHigh
750.0,5463,,TurkSimpleHigh
0.0,5465,,TurkSimpleHigh
50.0,5465,,TurkSimpleHigh
100.0,5465,,TurkSimpleHigh
150.0,5465,,TurkSimpleHigh
200.0,5465,,TurkSimpleHigh
250.0,5465,,TurkSimpleHigh
300.0,5465,,TurkSimpleHigh
350.0,5465,,TurkSimpleHigh
400.0,5465,74.0,TurkSimpleHigh
450.0,5465,-101.4,TurkSimpleHigh
500.0,5465,-7.333333333333332,TurkSimpleHigh
550.0,5465,-114.71428571428572,TurkSimpleHigh
600.0,5465,-37.5,TurkSimpleHigh
650.0,5465,26.375,TurkSimpleHigh
700.0,5465,-106.33333333333331,TurkSimpleHigh
750.0,5465,,TurkSimpleHigh
0.0,5466,,TurkSimpleHigh
50.0,5466,,TurkSimpleHigh
100.0,5466,,TurkSimpleHigh
150.0,5466,,TurkSimpleHigh
200.0,5466,194.0,TurkSimpleHigh
250.0,5466,11.75,TurkSimpleHigh
300.0,5466,3.1666666666666665,TurkSimpleHigh
350.0,5466,-65.30769230769229,TurkSimpleHigh
400.0,5466,-92.28571428571428,TurkSimpleHigh
450.0,5466,-1.75,TurkSimpleHigh
500.0,5466,,TurkSimpleHigh
550.0,5466,,TurkSimpleHigh
600.0,5466,,TurkSimpleHigh
650.0,5466,,TurkSimpleHigh
700.0,5466,,TurkSimpleHigh
750.0,5466,,TurkSimpleHigh
0.0,5467,,TurkSimpleHigh
50.0,5467,,TurkSimpleHigh
100.0,5467,,TurkSimpleHigh
150.0,5467,,TurkSimpleHigh
200.0,5467,,TurkSimpleHigh
250.0,5467,,TurkSimpleHigh
300.0,5467,,TurkSimpleHigh
350.0,5467,-169.66666666666666,TurkSimpleHigh
400.0,5467,-55.42857142857143,TurkSimpleHigh
450.0,5467,-48.18181818181818,TurkSimpleHigh
500.0,5467,-120.33333333333331,TurkSimpleHigh
550.0,5467,9.75,TurkSimpleHigh
600.0,5467,,TurkSimpleHigh
650.0,5467,,TurkSimpleHigh
700.0,5467,,TurkSimpleHigh
750.0,5467,,TurkSimpleHigh
0.0,5469,,TurkSimpleHigh
50.0,5469,,TurkSimpleHigh
100.0,5469,,TurkSimpleHigh
150.0,5469,,TurkSimpleHigh
200.0,5469,22.0,TurkSimpleHigh
250.0,5469,-42.8,TurkSimpleHigh
300.0,5469,-51.83333333333334,TurkSimpleHigh
350.0,5469,39.46666666666667,TurkSimpleHigh
400.0,5469,-35.333333333333336,TurkSimpleHigh
450.0,5469,,TurkSimpleHigh
500.0,5469,,TurkSimpleHigh
550.0,5469,,TurkSimpleHigh
600.0,5469,,TurkSimpleHigh
650.0,5469,,TurkSimpleHigh
700.0,5469,,TurkSimpleHigh
750.0,5469,,TurkSimpleHigh
0.0,5470,,TurkSimpleHigh
50.0,5470,,TurkSimpleHigh
100.0,5470,,TurkSimpleHigh
150.0,5470,,TurkSimpleHigh
200.0,5470,,TurkSimpleHigh
250.0,5470,,TurkSimpleHigh
300.0,5470,31.6,TurkSimpleHigh
350.0,5470,-59.41666666666666,TurkSimpleHigh
400.0,5470,-16.166666666666668,TurkSimpleHigh
450.0,5470,-30.0,TurkSimpleHigh
500.0,5470,-143.0,TurkSimpleHigh
550.0,5470,,TurkSimpleHigh
600.0,5470,,TurkSimpleHigh
650.0,5470,,TurkSimpleHigh
700.0,5470,,TurkSimpleHigh
750.0,5470,,TurkSimpleHigh
0.0,5473,,TurkSimpleHigh
50.0,5473,,TurkSimpleHigh
100.0,5473,,TurkSimpleHigh
150.0,5473,,TurkSimpleHigh
200.0,5473,,TurkSimpleHigh
250.0,5473,-30.07692307692308,TurkSimpleHigh
300.0,5473,-47.75,TurkSimpleHigh
350.0,5473,-60.91666666666666,TurkSimpleHigh
400.0,5473,,TurkSimpleHigh
450.0,5473,,TurkSimpleHigh
500.0,5473,,TurkSimpleHigh
550.0,5473,,TurkSimpleHigh
600.0,5473,,TurkSimpleHigh
650.0,5473,,TurkSimpleHigh
700.0,5473,,TurkSimpleHigh
750.0,5473,,TurkSimpleHigh
0.0,5474,,TurkSimpleHigh
50.0,5474,,TurkSimpleHigh
100.0,5474,,TurkSimpleHigh
150.0,5474,,TurkSimpleHigh
200.0,5474,,TurkSimpleHigh
250.0,5474,-91.0,TurkSimpleHigh
300.0,5474,21.8,TurkSimpleHigh
350.0,5474,9.3,TurkSimpleHigh
400.0,5474,-49.4,TurkSimpleHigh
450.0,5474,-23.42857142857143,TurkSimpleHigh
500.0,5474,-42.5,TurkSimpleHigh
550.0,5474,,TurkSimpleHigh
600.0,5474,,TurkSimpleHigh
650.0,5474,,TurkSimpleHigh
700.0,5474,,TurkSimpleHigh
750.0,5474,,TurkSimpleHigh
0.0,5476,,TurkSimpleHigh
50.0,5476,,TurkSimpleHigh
100.0,5476,,TurkSimpleHigh
150.0,5476,,TurkSimpleHigh
200.0,5476,,TurkSimpleHigh
250.0,5476,29.6,TurkSimpleHigh
300.0,5476,-7.25,TurkSimpleHigh
350.0,5476,-2.2666666666666666,TurkSimpleHigh
400.0,5476,-38.0,TurkSimpleHigh
450.0,5476,,TurkSimpleHigh
500.0,5476,,TurkSimpleHigh
550.0,5476,,TurkSimpleHigh
600.0,5476,,TurkSimpleHigh
650.0,5476,,TurkSimpleHigh
700.0,5476,,TurkSimpleHigh
750.0,5476,,TurkSimpleHigh
0.0,5477,,TurkSimpleHigh
50.0,5477,,TurkSimpleHigh
100.0,5477,,TurkSimpleHigh
150.0,5477,,TurkSimpleHigh
200.0,5477,-123.0,TurkSimpleHigh
250.0,5477,-45.85714285714285,TurkSimpleHigh
300.0,5477,-38.285714285714285,TurkSimpleHigh
350.0,5477,-39.36363636363637,TurkSimpleHigh
400.0,5477,7.2857142857142865,TurkSimpleHigh
450.0,5477,-90.66666666666669,TurkSimpleHigh
500.0,5477,,TurkSimpleHigh
550.0,5477,,TurkSimpleHigh
600.0,5477,,TurkSimpleHigh
650.0,5477,,TurkSimpleHigh
700.0,5477,,TurkSimpleHigh
750.0,5477,,TurkSimpleHigh
0.0,5479,,TurkSimpleHigh
50.0,5479,,TurkSimpleHigh
100.0,5479,,TurkSimpleHigh
150.0,5479,,TurkSimpleHigh
200.0,5479,,TurkSimpleHigh
250.0,5479,-130.5,TurkSimpleHigh
300.0,5479,17.666666666666668,TurkSimpleHigh
350.0,5479,-87.9090909090909,TurkSimpleHigh
400.0,5479,-40.25,TurkSimpleHigh
450.0,5479,-20.142857142857142,TurkSimpleHigh
500.0,5479,-85.33333333333333,TurkSimpleHigh
550.0,5479,,TurkSimpleHigh
600.0,5479,,TurkSimpleHigh
650.0,5479,,TurkSimpleHigh
700.0,5479,,TurkSimpleHigh
750.0,5479,,TurkSimpleHigh
0.0,5480,,TurkSimpleHigh
50.0,5480,,TurkSimpleHigh
100.0,5480,,TurkSimpleHigh
150.0,5480,,TurkSimpleHigh
200.0,5480,75.75,TurkSimpleHigh
250.0,5480,-27.66666666666667,TurkSimpleHigh
300.0,5480,-16.666666666666668,TurkSimpleHigh
350.0,5480,26.272727272727273,TurkSimpleHigh
400.0,5480,-106.5,TurkSimpleHigh
450.0,5480,,TurkSimpleHigh
500.0,5480,,TurkSimpleHigh
550.0,5480,,TurkSimpleHigh
600.0,5480,,TurkSimpleHigh
650.0,5480,,TurkSimpleHigh
700.0,5480,,TurkSimpleHigh
750.0,5480,,TurkSimpleHigh
0.0,5481,,TurkSimpleHigh
50.0,5481,,TurkSimpleHigh
100.0,5481,,TurkSimpleHigh
150.0,5481,11.4,TurkSimpleHigh
200.0,5481,-32.875,TurkSimpleHigh
250.0,5481,-53.8,TurkSimpleHigh
300.0,5481,-73.125,TurkSimpleHigh
350.0,5481,,TurkSimpleHigh
400.0,5481,,TurkSimpleHigh
450.0,5481,,TurkSimpleHigh
500.0,5481,,TurkSimpleHigh
550.0,5481,-123.0,TurkSimpleHigh
600.0,5481,-15.5,TurkSimpleHigh
650.0,5481,,TurkSimpleHigh
700.0,5481,,TurkSimpleHigh
750.0,5481,,TurkSimpleHigh
0.0,5482,,TurkSimpleHigh
50.0,5482,,TurkSimpleHigh
100.0,5482,,TurkSimpleHigh
150.0,5482,,TurkSimpleHigh
200.0,5482,,TurkSimpleHigh
250.0,5482,,TurkSimpleHigh
300.0,5482,-53.0,TurkSimpleHigh
350.0,5482,-60.875,TurkSimpleHigh
400.0,5482,-69.22222222222223,TurkSimpleHigh
450.0,5482,-9.266666666666667,TurkSimpleHigh
500.0,5482,-20.0,TurkSimpleHigh
550.0,5482,,TurkSimpleHigh
600.0,5482,,TurkSimpleHigh
650.0,5482,,TurkSimpleHigh
700.0,5482,,TurkSimpleHigh
750.0,5482,,TurkSimpleHigh
0.0,5483,,TurkSimpleHigh
50.0,5483,,TurkSimpleHigh
100.0,5483,,TurkSimpleHigh
150.0,5483,,TurkSimpleHigh
200.0,5483,,TurkSimpleHigh
250.0,5483,,TurkSimpleHigh
300.0,5483,,TurkSimpleHigh
350.0,5483,,TurkSimpleHigh
400.0,5483,29.6,TurkSimpleHigh
450.0,5483,-87.875,TurkSimpleHigh
500.0,5483,-73.83333333333333,TurkSimpleHigh
550.0,5483,-164.25,TurkSimpleHigh
600.0,5483,-259.0,TurkSimpleHigh
650.0,5483,,TurkSimpleHigh
700.0,5483,,TurkSimpleHigh
750.0,5483,,TurkSimpleHigh
0.0,5486,,TurkSimpleHigh
50.0,5486,,TurkSimpleHigh
100.0,5486,,TurkSimpleHigh
150.0,5486,,TurkSimpleHigh
200.0,5486,,TurkSimpleHigh
250.0,5486,-17.0,TurkSimpleHigh
300.0,5486,-19.142857142857142,TurkSimpleHigh
350.0,5486,-11.428571428571427,TurkSimpleHigh
400.0,5486,-52.83333333333334,TurkSimpleHigh
450.0,5486,-1.625,TurkSimpleHigh
500.0,5486,,TurkSimpleHigh
550.0,5486,,TurkSimpleHigh
600.0,5486,,TurkSimpleHigh
650.0,5486,,TurkSimpleHigh
700.0,5486,,TurkSimpleHigh
750.0,5486,,TurkSimpleHigh
0.0,5489,,TurkSimpleHigh
50.0,5489,,TurkSimpleHigh
100.0,5489,,TurkSimpleHigh
150.0,5489,,TurkSimpleHigh
200.0,5489,,TurkSimpleHigh
250.0,5489,,TurkSimpleHigh
300.0,5489,,TurkSimpleHigh
350.0,5489,-89.85714285714286,TurkSimpleHigh
400.0,5489,-124.6,TurkSimpleHigh
450.0,5489,-42.0,TurkSimpleHigh
500.0,5489,35.333333333333336,TurkSimpleHigh
550.0,5489,-176.0,TurkSimpleHigh
600.0,5489,,TurkSimpleHigh
650.0,5489,,TurkSimpleHigh
700.0,5489,,TurkSimpleHigh
750.0,5489,,TurkSimpleHigh
0.0,5492,,TurkSimpleHigh
50.0,5492,,TurkSimpleHigh
100.0,5492,,TurkSimpleHigh
150.0,5492,,TurkSimpleHigh
200.0,5492,,TurkSimpleHigh
250.0,5492,22.5,TurkSimpleHigh
300.0,5492,-62.33333333333334,TurkSimpleHigh
350.0,5492,-89.0,TurkSimpleHigh
400.0,5492,-202.25,TurkSimpleHigh
450.0,5492,-207.0,TurkSimpleHigh
500.0,5492,-58.5,TurkSimpleHigh
550.0,5492,,TurkSimpleHigh
600.0,5492,,TurkSimpleHigh
650.0,5492,,TurkSimpleHigh
700.0,5492,,TurkSimpleHigh
750.0,5492,,TurkSimpleHigh
0.0,5493,,TurkSimpleHigh
50.0,5493,,TurkSimpleHigh
100.0,5493,,TurkSimpleHigh
150.0,5493,,TurkSimpleHigh
200.0,5493,,TurkSimpleHigh
250.0,5493,,TurkSimpleHigh
300.0,5493,117.5,TurkSimpleHigh
350.0,5493,84.25,TurkSimpleHigh
400.0,5493,-135.625,TurkSimpleHigh
450.0,5493,-174.66666666666663,TurkSimpleHigh
500.0,5493,-250.0,TurkSimpleHigh
550.0,5493,-262.5,TurkSimpleHigh
600.0,5493,,TurkSimpleHigh
650.0,5493,,TurkSimpleHigh
700.0,5493,,TurkSimpleHigh
750.0,5493,,TurkSimpleHigh
0.0,5494,,TurkSimpleHigh
50.0,5494,,TurkSimpleHigh
100.0,5494,,TurkSimpleHigh
150.0,5494,,TurkSimpleHigh
200.0,5494,,TurkSimpleHigh
250.0,5494,,TurkSimpleHigh
300.0,5494,-18.0,TurkSimpleHigh
350.0,5494,-39.6,TurkSimpleHigh
400.0,5494,-58.25,TurkSimpleHigh
450.0,5494,-11.0,TurkSimpleHigh
500.0,5494,-72.5,TurkSimpleHigh
550.0,5494,,TurkSimpleHigh
600.0,5494,,TurkSimpleHigh
650.0,5494,,TurkSimpleHigh
700.0,5494,,TurkSimpleHigh
750.0,5494,,TurkSimpleHigh
0.0,5495,,TurkSimpleHigh
50.0,5495,,TurkSimpleHigh
100.0,5495,337.5,TurkSimpleHigh
150.0,5495,69.8,TurkSimpleHigh
200.0,5495,66.5,TurkSimpleHigh
250.0,5495,44.33333333333334,TurkSimpleHigh
300.0,5495,7.0,TurkSimpleHigh
350.0,5495,-155.16666666666666,TurkSimpleHigh
400.0,5495,,TurkSimpleHigh
450.0,5495,,TurkSimpleHigh
500.0,5495,,TurkSimpleHigh
550.0,5495,,TurkSimpleHigh
600.0,5495,,TurkSimpleHigh
650.0,5495,,TurkSimpleHigh
700.0,5495,,TurkSimpleHigh
750.0,5495,,TurkSimpleHigh
0.0,5496,,TurkSimpleHigh
50.0,5496,,TurkSimpleHigh
100.0,5496,,TurkSimpleHigh
150.0,5496,,TurkSimpleHigh
200.0,5496,,TurkSimpleHigh
250.0,5496,-37.8,TurkSimpleHigh
300.0,5496,-24.176470588235286,TurkSimpleHigh
350.0,5496,-8.777777777777779,TurkSimpleHigh
400.0,5496,-71.66666666666667,TurkSimpleHigh
450.0,5496,75.0,TurkSimpleHigh
500.0,5496,,TurkSimpleHigh
550.0,5496,,TurkSimpleHigh
600.0,5496,,TurkSimpleHigh
650.0,5496,,TurkSimpleHigh
700.0,5496,,TurkSimpleHigh
750.0,5496,,TurkSimpleHigh
0.0,5497,,TurkSimpleHigh
50.0,5497,,TurkSimpleHigh
100.0,5497,,TurkSimpleHigh
150.0,5497,35.25,TurkSimpleHigh
200.0,5497,-42.5,TurkSimpleHigh
250.0,5497,60.8,TurkSimpleHigh
300.0,5497,81.57142857142857,TurkSimpleHigh
350.0,5497,-37.75,TurkSimpleHigh
400.0,5497,-30.25,TurkSimpleHigh
450.0,5497,-80.25,TurkSimpleHigh
500.0,5497,,TurkSimpleHigh
550.0,5497,13.5,TurkSimpleHigh
600.0,5497,,TurkSimpleHigh
650.0,5497,,TurkSimpleHigh
700.0,5497,,TurkSimpleHigh
750.0,5497,,TurkSimpleHigh
0.0,5499,253.66666666666663,TurkSimpleHigh
50.0,5499,90.0,TurkSimpleHigh
100.0,5499,87.33333333333331,TurkSimpleHigh
150.0,5499,264.25,TurkSimpleHigh
200.0,5499,13.333333333333336,TurkSimpleHigh
250.0,5499,74.42857142857143,TurkSimpleHigh
300.0,5499,13.375,TurkSimpleHigh
350.0,5499,-82.16666666666667,TurkSimpleHigh
400.0,5499,,TurkSimpleHigh
450.0,5499,,TurkSimpleHigh
500.0,5499,,TurkSimpleHigh
550.0,5499,,TurkSimpleHigh
600.0,5499,,TurkSimpleHigh
650.0,5499,,TurkSimpleHigh
700.0,5499,,TurkSimpleHigh
750.0,5499,,TurkSimpleHigh
0.0,5501,,TurkSimpleHigh
50.0,5501,,TurkSimpleHigh
100.0,5501,,TurkSimpleHigh
150.0,5501,,TurkSimpleHigh
200.0,5501,,TurkSimpleHigh
250.0,5501,-63.5,TurkSimpleHigh
300.0,5501,1.4166666666666667,TurkSimpleHigh
350.0,5501,-42.0,TurkSimpleHigh
400.0,5501,-111.33333333333331,TurkSimpleHigh
450.0,5501,-149.0,TurkSimpleHigh
500.0,5501,,TurkSimpleHigh
550.0,5501,,TurkSimpleHigh
600.0,5501,,TurkSimpleHigh
650.0,5501,,TurkSimpleHigh
700.0,5501,,TurkSimpleHigh
750.0,5501,,TurkSimpleHigh
0.0,5504,,TurkSimpleHigh
50.0,5504,,TurkSimpleHigh
100.0,5504,,TurkSimpleHigh
150.0,5504,,TurkSimpleHigh
200.0,5504,-117.0,TurkSimpleHigh
250.0,5504,-51.92307692307693,TurkSimpleHigh
300.0,5504,-40.230769230769226,TurkSimpleHigh
350.0,5504,23.57142857142857,TurkSimpleHigh
400.0,5504,-281.5,TurkSimpleHigh
450.0,5504,,TurkSimpleHigh
500.0,5504,,TurkSimpleHigh
550.0,5504,,TurkSimpleHigh
600.0,5504,,TurkSimpleHigh
650.0,5504,,TurkSimpleHigh
700.0,5504,,TurkSimpleHigh
750.0,5504,,TurkSimpleHigh
0.0,5505,,TurkSimpleHigh
50.0,5505,,TurkSimpleHigh
100.0,5505,,TurkSimpleHigh
150.0,5505,,TurkSimpleHigh
200.0,5505,668.5,TurkSimpleHigh
250.0,5505,-133.2,TurkSimpleHigh
300.0,5505,-11.666666666666664,TurkSimpleHigh
350.0,5505,-33.0,TurkSimpleHigh
400.0,5505,79.66666666666667,TurkSimpleHigh
450.0,5505,,TurkSimpleHigh
500.0,5505,,TurkSimpleHigh
550.0,5505,,TurkSimpleHigh
600.0,5505,,TurkSimpleHigh
650.0,5505,,TurkSimpleHigh
700.0,5505,,TurkSimpleHigh
750.0,5505,,TurkSimpleHigh
0.0,5507,,TurkSimpleHigh
50.0,5507,,TurkSimpleHigh
100.0,5507,,TurkSimpleHigh
150.0,5507,-14.5,TurkSimpleHigh
200.0,5507,-12.25,TurkSimpleHigh
250.0,5507,-36.63636363636363,TurkSimpleHigh
300.0,5507,-30.88888888888889,TurkSimpleHigh
350.0,5507,-11.2,TurkSimpleHigh
400.0,5507,-184.0,TurkSimpleHigh
450.0,5507,,TurkSimpleHigh
500.0,5507,,TurkSimpleHigh
550.0,5507,,TurkSimpleHigh
600.0,5507,,TurkSimpleHigh
650.0,5507,,TurkSimpleHigh
700.0,5507,,TurkSimpleHigh
750.0,5507,,TurkSimpleHigh
0.0,5508,,TurkSimpleHigh
50.0,5508,,TurkSimpleHigh
100.0,5508,,TurkSimpleHigh
150.0,5508,,TurkSimpleHigh
